country,code,territory_code,region,year,total_population ,hospials_per_capita,cases_per_100k,total_cases,m_0to14_cases,m_15to34_cases,m_35to54_cases,m_55plus_cases,total_male_cases,f_0to14_cases,f_15to34_cases,f_35to54_cases,f_55plus_cases,total_female_cases,recovery_rate,economic_impact,case_severity,time_interval,prevelance_detection,prevelance_per_100k_ex_HIV,total_prevelance_ex_HIV,prevelance_per_100k_in_HIV,total_prevelance_in_HIV,death_detection,incidence_per_100k,total_incidence,incidence_per_100k_pos_HIV,total_incidence_pos_HIV,total_detection_rate
Kyrgyzstan,KGZ,417,EUR,2013,5547548,7.96,190,11000,533,1273,1941,2596,6343,270,854,1517,2016,4657,58.19,high,mild,Advanced Infection,predicted,11,620,0.81,45,VR,141,7800,4.3,240,91
Laos,LAO,418,WPR,1990,4244520,2.83,1491,63000,2248,5854,9490,13149,30741,2240,6069,9601,14349,32259,52.01,medium,mild,Early Detection,survey imputed,194,8200,1.2,49,Indirect,492,21000,1.6,68,8.7
Laos,LAO,418,WPR,1991,4369940,8.78,1437,63000,2203,6176,10517,14900,33795,1616,5620,9132,12837,29205,58.34,high,moderate,Early Detection,survey imputed,188,8200,1.4,62,Indirect,473,21000,2,86,9.4
Laos,LAO,418,WPR,1992,4497827,9.45,1385,62000,3031,6550,10762,15410,35753,1817,5114,7925,11391,26247,72.66,medium,severe,Advanced Infection,survey imputed,181,8100,1.8,80,Indirect,455,20000,2.4,110,4.9
Laos,LAO,418,WPR,1993,4625861,1.57,1326,61000,2053,6853,11031,14873,34810,1845,5096,8200,11050,26190,62.36,high,mild,Recovery,survey imputed,174,8100,2.1,96,Indirect,437,20000,2.8,130,10
Laos,LAO,418,WPR,1994,4751142,4.68,1275,61000,2468,6577,10693,15282,35020,1615,4715,8121,11530,25980,62.95,high,severe,Recovery,survey imputed,167,7900,2.5,120,Indirect,420,20000,3.4,160,5.7
Laos,LAO,418,WPR,1995,4871472,9.81,1224,60000,2666,6733,10908,15078,35384,1348,4584,8039,10645,24616,93.78,low,mild,Recovery,survey imputed,160,7800,2.9,140,Indirect,403,20000,4,200,4.2
Laos,LAO,418,WPR,1996,4986592,4.89,1170,58000,2022,5348,8429,11630,27429,1846,5745,9778,13201,30571,75.76,medium,moderate,Recovery,survey imputed,152,7600,3.4,170,Indirect,387,19000,4.7,240,7.5
Laos,LAO,418,WPR,1997,5096724,8.65,1115,57000,2089,5240,8440,11531,27300,2469,5793,9068,12369,29700,86.46,medium,mild,Early Detection,survey imputed,145,7400,4.1,210,Indirect,372,19000,5.7,290,10
Laos,LAO,418,WPR,1998,5200898,5.93,1063,55000,2087,5327,8641,11226,27280,2019,5078,8676,11947,27720,51.79,low,mild,Advanced Infection,survey imputed,137,7100,4.9,250,Indirect,357,19000,6.8,360,12
Laos,LAO,418,WPR,1999,5298146,3.82,1011,54000,1812,5624,9315,12727,29478,1592,4513,7969,10448,24522,68.26,high,moderate,Recovery,survey imputed,129,6800,5.7,300,Indirect,343,18000,8.2,430,13
Laos,LAO,418,WPR,2000,5388281,2.93,961,52000,1746,5648,9352,12867,29613,1753,4365,7051,9219,22387,73.96,high,moderate,Early Detection,survey imputed,121,6500,6.5,350,Indirect,330,18000,9.4,510,13
Laos,LAO,418,WPR,2001,5470169,2.11,912,50000,1533,4548,7257,9427,22765,2143,5185,8495,11411,27235,59.32,low,mild,Early Detection,survey imputed,114,6200,7.1,390,Indirect,317,17000,11,580,14
Laos,LAO,418,WPR,2002,5545245,7.64,862,48000,2022,4768,7612,10611,25013,2036,4371,7066,9514,22987,56.01,low,severe,Early Detection,survey imputed,107,5900,7.5,420,Indirect,305,17000,11,630,16
Laos,LAO,418,WPR,2003,5619069,3.93,824,46000,1232,3524,6640,9441,20837,1398,4772,8020,10974,25163,93.52,high,moderate,Advanced Infection,survey imputed,100,5600,7.7,430,Indirect,293,16000,12,670,17
Laos,LAO,418,WPR,2004,5699112,5.16,780,44000,1775,4177,6869,9884,22705,1285,3973,6520,9517,21295,96.97,medium,mild,Early Detection,survey imputed,94,5300,7.4,420,Indirect,282,16000,12,680,20
Laos,LAO,418,WPR,2005,5790646,4.97,737,43000,1132,3576,6124,8802,19633,1179,4413,7535,10241,23367,53.94,low,moderate,Advanced Infection,survey imputed,88,5100,7.1,410,Indirect,270,16000,12,700,24
Laos,LAO,418,WPR,2006,5895930,5.82,701,41000,1337,4270,6715,9426,21747,1690,3740,5911,7911,19253,67.45,low,severe,Advanced Infection,survey imputed,82,4800,7,410,Indirect,260,15000,13,750,26
Laos,LAO,418,WPR,2007,6013278,8.67,663,40000,1280,4224,6746,9704,21954,1357,3100,5576,8014,18046,97.91,low,mild,Advanced Infection,survey imputed,77,4600,7.1,430,Indirect,249,15000,14,820,27
Laos,LAO,418,WPR,2008,6139127,9.81,627,38000,1152,3150,5082,7736,17120,1735,4002,6299,8845,20880,54.16,low,mild,Advanced Infection,survey imputed,72,4400,7.2,440,Indirect,240,15000,15,900,28
Laos,LAO,418,WPR,2009,6267968,4.14,596,37000,1154,4046,6673,9794,21668,1394,2939,4528,6471,15332,82.18,low,severe,Early Detection,survey imputed,68,4200,7.4,470,Indirect,230,14000,16,990,27
Laos,LAO,418,WPR,2010,6395713,8.29,565,36000,1665,3565,5837,8044,19111,1077,2919,5371,7522,16889,98.61,low,severe,Early Detection,survey imputed,64,4100,8.2,520,Indirect,221,14000,18,1100,29
Laos,LAO,418,WPR,2011,6521314,7.67,540,35000,1408,3346,4886,6982,16622,1526,3816,5570,7467,18378,98.91,high,mild,Early Detection,survey,60,3900,8.8,570,Indirect,213,14000,20,1300,31
Laos,LAO,418,WPR,2012,6645827,5.78,514,34000,1245,2936,5042,7015,16237,974,3039,5684,8065,17763,73.56,high,severe,Recovery,survey imputed,56,3700,9,600,Indirect,204,14000,21,1400,30
Laos,LAO,418,WPR,2013,6769727,9.56,488,33000,1066,3189,4929,6932,16115,898,3181,5524,7283,16885,58.14,low,severe,Recovery,survey imputed,53,3600,8.9,600,Indirect,197,13000,21,1400,31
Latvia,LVA,428,EUR,1990,2663985,2.08,114,3000,125,310,482,673,1590,127,255,432,596,1410,60.1,high,mild,Advanced Infection,predicted,7.2,190,0.11,3,VR,59,1600,0.27,7.1,57
Latvia,LVA,428,EUR,1991,2645056,1.18,133,3500,145,333,579,803,1860,102,316,497,724,1640,94.48,medium,moderate,Advanced Infection,predicted,5.8,150,0.19,5,VR,72,1900,0.41,11,49
Latvia,LVA,428,EUR,1992,2611306,8.55,157,4100,136,389,641,928,2095,119,362,631,893,2005,95.58,medium,severe,Advanced Infection,predicted,7.3,190,0.31,8,VR,87,2300,0.65,17,42
Latvia,LVA,428,EUR,1993,2568603,4.45,183,4700,222,521,878,1158,2779,107,356,595,863,1921,80.39,low,moderate,Advanced Infection,predicted,9.8,250,0.47,12,VR,102,2600,0.98,25,38
Latvia,LVA,428,EUR,1994,2525444,8.48,207,5200,173,478,837,1155,2642,152,479,817,1110,2558,88.31,medium,moderate,Advanced Infection,predicted,13,340,0.63,16,VR,116,2900,1.4,36,39
Latvia,LVA,428,EUR,1995,2487988,8.94,225,5600,163,514,801,1182,2660,251,541,891,1257,2940,87,medium,moderate,Recovery,predicted,14,350,0.88,22,VR,127,3200,2,49,49
Latvia,LVA,428,EUR,1996,2458305,0.72,231,5700,229,630,944,1311,3114,142,474,840,1131,2586,83.09,high,severe,Advanced Infection,predicted,12,290,1.1,28,VR,133,3300,2.7,66,54
Latvia,LVA,428,EUR,1997,2434628,8.85,226,5500,202,613,943,1351,3108,187,459,727,1019,2392,91.36,high,mild,Early Detection,predicted,13,320,1.4,34,VR,135,3300,3.4,84,61
Latvia,LVA,428,EUR,1998,2414650,4.54,215,5200,143,466,790,1114,2513,186,474,839,1188,2687,84.27,high,mild,Advanced Infection,predicted,14,350,1.6,39,VR,134,3200,4.4,110,68
Latvia,LVA,428,EUR,1999,2394521,5.15,199,4800,177,435,698,906,2216,163,513,797,1111,2584,76.7,high,mild,Early Detection,predicted,13,320,1.8,43,VR,129,3100,5.3,130,61
Latvia,LVA,428,EUR,2000,2371481,6.3,181,4300,160,434,688,1021,2303,153,377,614,853,1997,61.85,medium,mild,Early Detection,predicted,13,300,1.9,45,VR,122,2900,6.3,150,69
Latvia,LVA,428,EUR,2001,2345309,9.27,161,3800,191,465,673,867,2196,95,297,499,712,1604,87.19,low,mild,Early Detection,predicted,12,280,1.9,45,VR,114,2700,7,160,75
Latvia,LVA,428,EUR,2002,2317261,0.29,141,3300,117,318,530,722,1687,130,327,510,646,1613,73.67,high,mild,Early Detection,predicted,8.7,200,1.9,45,VR,104,2400,7.9,180,75
Latvia,LVA,428,EUR,2003,2287780,4.82,123,2800,116,324,486,693,1619,83,219,376,504,1181,64.74,medium,moderate,Advanced Infection,predicted,9.3,210,1.9,43,VR,94,2200,8.6,200,78
Latvia,LVA,428,EUR,2004,2257647,6.91,105,2400,92,216,352,492,1152,96,250,377,524,1248,90.1,high,moderate,Advanced Infection,predicted,7.9,180,1.8,40,VR,84,1900,8.9,200,83
Latvia,LVA,428,EUR,2005,2227559,7.25,90,2000,61,195,325,436,1017,55,185,302,442,983,84.84,medium,moderate,Advanced Infection,predicted,8.1,180,1.6,36,VR,75,1700,9.1,200,84
Latvia,LVA,428,EUR,2006,2197359,6.96,78,1700,65,154,245,347,811,53,161,291,384,889,96.87,high,severe,Advanced Infection,predicted,8.5,190,1.5,33,VR,68,1500,9.2,200,87
Latvia,LVA,428,EUR,2007,2167157,1.43,69,1500,38,130,230,314,713,52,147,241,346,787,58.27,low,severe,Advanced Infection,predicted,5.9,130,1.4,30,VR,62,1300,8.9,190,92
Latvia,LVA,428,EUR,2008,2138258,3.06,63,1300,53,142,226,302,723,39,110,178,251,577,82.46,high,severe,Recovery,predicted,5.3,110,1.3,27,VR,57,1200,8.6,180,86
Latvia,LVA,428,EUR,2009,2112337,3.65,58,1200,40,104,175,234,554,48,128,193,278,646,62.21,low,mild,Early Detection,predicted,4.5,96,1.3,28,VR,53,1100,8.8,190,84
Latvia,LVA,428,EUR,2010,2090519,8.06,56,1200,36,122,207,277,642,31,106,182,240,558,95.18,high,moderate,Early Detection,predicted,4,84,1.4,29,VR,51,1100,9,190,85
Latvia,LVA,428,EUR,2011,2073385,2.86,56,1200,45,117,183,262,608,33,114,189,255,592,54.97,high,severe,Recovery,predicted,3.3,68,1.5,32,VR,50,1000,9.3,190,83
Latvia,LVA,428,EUR,2012,2060428,2.19,57,1200,37,109,185,243,574,45,124,195,263,626,82.81,high,moderate,Recovery,predicted,2.8,57,1.7,34,VR,50,1000,9.6,200,94
Latvia,LVA,428,EUR,2013,2050317,9.58,58,1200,56,139,216,305,716,33,93,149,208,484,89.55,medium,mild,Advanced Infection,predicted,2.1,43,1.8,36,VR imputed,50,1000,10,200,85
Lebanon,LBN,422,EMR,1990,2703019,0.19,41,1100,29,94,160,245,529,43,108,174,246,571,67.75,medium,moderate,Advanced Infection,predicted,1.9,51,0,0,Indirect,35,940,1.4,4167.8,25.1
Lebanon,LBN,422,EMR,1991,2752473,9.98,40,1100,39,100,157,215,511,37,103,184,264,589,97.71,low,mild,Early Detection,predicted,1.7,48,0,0,Indirect,34,940,12.7,5554.4,94
Lebanon,LBN,422,EMR,1992,2821868,6.8,39,1100,47,114,178,231,570,43,104,166,217,530,92.54,low,severe,Advanced Infection,predicted,1.6,44,0,0,Indirect,33,940,1.1,2982,94
Lebanon,LBN,422,EMR,1993,2900862,8.3,37,1100,45,127,188,265,624,37,91,151,197,476,64.73,medium,mild,Early Detection,predicted,1.4,41,0,0,Indirect,32,930,1.6,780.6,65.8
Lebanon,LBN,422,EMR,1994,2974647,3.02,35,1000,36,96,148,210,491,40,95,159,215,509,50.38,low,mild,Advanced Infection,predicted,1.3,37,0,0,Indirect,31,920,3.2,373.9,100
Lebanon,LBN,422,EMR,1995,3033406,0.24,33,990,48,117,172,247,585,34,76,129,167,405,64.83,low,moderate,Advanced Infection,predicted,1.1,33,0,0,Indirect,29,880,11.1,1941,110
Lebanon,LBN,422,EMR,1996,3070984,7.4,30,930,36,84,131,180,431,44,98,150,207,499,64.07,medium,mild,Early Detection,predicted,0.91,28,0,0,Indirect,27,830,12.2,529.3,100
Lebanon,LBN,422,EMR,1997,3092718,8.36,27,840,34,83,123,163,403,31,83,136,187,437,94.5,medium,severe,Recovery,predicted,1.2,37,0,0,Indirect,25,770,16.1,3264.2,91
Lebanon,LBN,422,EMR,1998,3114014,7.43,25,780,21,69,116,158,363,36,86,128,167,417,98.36,medium,severe,Recovery,predicted,1.1,33,0,0,Indirect,22,700,16.3,88.4,99
Lebanon,LBN,422,EMR,1999,3156706,1.51,22,700,33,77,116,152,378,18,65,99,140,322,53.52,medium,mild,Advanced Infection,predicted,0.92,29,0,0,Indirect,20,620,31,2704.9,110
Lebanon,LBN,422,EMR,2000,3235380,7.56,19,610,20,53,87,116,276,19,66,105,144,334,73.56,high,moderate,Recovery,predicted,0.84,27,0,0,Indirect,17,560,5.7,1087.8,100
Lebanon,LBN,422,EMR,2001,3357600,7.71,17,580,17,50,95,128,290,21,54,90,125,290,77.42,medium,severe,Advanced Infection,predicted,0.58,20,0,0,Indirect,15,510,6.3,2244.8,100
Lebanon,LBN,422,EMR,2002,3515604,6.62,15,530,22,52,92,128,294,17,42,71,106,236,54.65,low,severe,Recovery,predicted,0.5,17,0,0,Indirect,13,470,25.2,4114.6,92
Lebanon,LBN,422,EMR,2003,3690110,7.68,14,520,12,45,78,105,240,17,53,84,126,280,68.87,high,mild,Recovery,predicted,0.53,20,0,0,Indirect,12,450,23,2139.3,85
Lebanon,LBN,422,EMR,2004,3853582,8.47,14,540,20,49,75,101,244,23,53,94,126,296,65.85,high,mild,Early Detection,predicted,0.69,26,0,0,Indirect,12,450,6.2,2080.6,88
Lebanon,LBN,422,EMR,2005,3986865,6.17,14,570,16,48,86,114,264,20,61,94,131,306,76.8,low,severe,Recovery,predicted,0.82,33,0,0,Indirect,11,450,34.3,6039,86
Lebanon,LBN,422,EMR,2006,4079823,0.98,14,590,24,62,114,151,351,15,47,73,104,239,83.06,high,mild,Advanced Infection,predicted,0.89,36,0,0,Indirect,11,470,13.2,4381.5,81
Lebanon,LBN,422,EMR,2007,4139813,4.93,15,620,24,68,108,167,367,21,46,78,108,253,85.17,low,mild,Early Detection,predicted,0.98,40,0,0,Indirect,12,480,14.8,3132.2,99
Lebanon,LBN,422,EMR,2008,4186088,0.87,16,670,24,68,110,154,356,16,58,99,141,314,56.84,high,severe,Recovery,predicted,1.1,47,0,0,Indirect,12,510,16.9,3531.5,100
Lebanon,LBN,422,EMR,2009,4246924,4.13,17,730,31,82,130,183,426,25,57,94,127,304,90.65,high,moderate,Early Detection,predicted,1.3,53,0,0,Indirect,13,550,13,3780.3,91
Lebanon,LBN,422,EMR,2010,4341092,4.13,19,810,28,87,140,189,444,20,68,115,162,366,83.93,low,moderate,Recovery,predicted,1.4,60,0,0,Indirect,14,600,22.4,149.8,85
Lebanon,LBN,422,EMR,2011,4478105,0.75,20,910,30,85,162,238,516,30,77,126,161,394,94.45,low,severe,Advanced Infection,predicted,1.5,69,0,0,Indirect,15,670,15.6,489.2,74
Lebanon,LBN,422,EMR,2012,4647079,3.55,20,950,40,84,134,193,451,42,101,149,207,499,72.47,low,mild,Advanced Infection,predicted,1.4,64,0,0,Indirect,16,730,10.4,3957.1,86
Lebanon,LBN,422,EMR,2013,4821971,1.2,19,900,39,109,165,225,539,20,70,111,160,361,94.69,low,severe,Early Detection,predicted,0.86,42,0,0,Indirect,16,760,36.4,2221.6,91
Lesotho,LSO,426,AFR,1990,1597534,8.1,548,8800,253,889,1505,2147,4794,319,700,1261,1726,4006,93.29,medium,severe,Recovery,predicted,68,1100,3.6,57,Indirect,306,4900,8.2,130,52
Lesotho,LSO,426,AFR,1991,1627900,9.48,524,8500,365,844,1303,1849,4362,305,793,1271,1769,4138,71.92,medium,mild,Recovery,predicted,62,1000,7.1,120,Indirect,317,5200,18,290,58
Lesotho,LSO,426,AFR,1992,1660360,0.82,505,8400,401,876,1391,1923,4591,243,725,1133,1708,3809,69.06,low,moderate,Early Detection,predicted,56,940,13,220,Indirect,333,5500,36,600,60
Lesotho,LSO,426,AFR,1993,1693459,9.56,497,8400,356,831,1256,1703,4147,256,755,1379,1863,4253,96.64,medium,moderate,Early Detection,predicted,53,890,23,390,Indirect,362,6100,67,1100,55
Lesotho,LSO,426,AFR,1994,1725118,5.27,508,8800,355,870,1334,1728,4287,367,899,1387,1860,4513,85.76,low,mild,Advanced Infection,predicted,51,890,39,680,Indirect,406,7000,114,2000,62
Lesotho,LSO,426,AFR,1995,1753824,3.07,536,9400,381,1030,1703,2260,5374,275,756,1261,1734,4026,96.41,low,severe,Early Detection,predicted,53,930,64,1100,Indirect,471,8300,181,3200,63
Lesotho,LSO,426,AFR,1996,1779197,0.86,581,10000,452,974,1581,2200,5207,281,790,1492,2229,4793,89.85,high,mild,Recovery,predicted,57,1000,101,1800,Indirect,558,9900,268,4800,56
Lesotho,LSO,426,AFR,1997,1801679,5.06,630,11000,492,1073,1766,2348,5678,444,1025,1647,2206,5322,80.46,low,severe,Early Detection,predicted,62,1100,149,2700,Indirect,662,12000,370,6700,54
Lesotho,LSO,426,AFR,1998,1821609,7.97,678,12000,482,1172,1851,2549,6054,478,1165,1776,2527,5946,55.79,low,mild,Advanced Infection,predicted,66,1200,203,3700,Indirect,775,14000,481,8800,55
Lesotho,LSO,426,AFR,1999,1839611,7.1,716,13000,377,1178,1957,2538,6050,577,1369,2175,2829,6950,64.57,low,mild,Early Detection,predicted,68,1300,259,4800,Indirect,887,16000,592,11000,52
Lesotho,LSO,426,AFR,2000,1856225,0.6,757,14000,409,1228,2024,2754,6415,506,1425,2444,3211,7585,98.44,low,moderate,Recovery,predicted,71,1300,311,5800,Indirect,992,18000,695,13000,53
Lesotho,LSO,426,AFR,2001,1871500,0.82,791,15000,691,1482,2266,3211,7651,524,1306,2284,3236,7349,65.97,high,moderate,Early Detection,predicted,72,1400,354,6600,Indirect,1084,20000,783,15000,35
Lesotho,LSO,426,AFR,2002,1885487,4.09,822,15000,712,1490,2300,3123,7625,480,1522,2316,3057,7375,54.66,low,mild,Early Detection,predicted,74,1400,386,7300,Indirect,1160,22000,852,16000,46
Lesotho,LSO,426,AFR,2003,1898757,3.02,851,16000,508,1420,2347,3161,7436,662,1652,2675,3575,8564,85.38,high,mild,Early Detection,predicted,76,1400,407,7700,Indirect,1218,23000,902,17000,56
Lesotho,LSO,426,AFR,2004,1912022,2.4,873,17000,714,1639,2658,3907,8918,655,1563,2522,3342,8082,86.7,low,moderate,Advanced Infection,predicted,77,1500,420,8000,Indirect,1259,24000,938,18000,47
Lesotho,LSO,426,AFR,2005,1925844,2.88,876,17000,549,1444,2584,3748,8325,596,1647,2701,3731,8675,64.27,high,severe,Advanced Infection,predicted,76,1500,420,8100,Indirect,1279,25000,958,18000,44
Lesotho,LSO,426,AFR,2006,1940413,8.05,874,17000,742,1751,2852,3601,8946,599,1599,2483,3373,8054,64.88,medium,moderate,Advanced Infection,predicted,75,1400,409,7900,Indirect,1278,25000,959,19000,50
Lesotho,LSO,426,AFR,2007,1955784,9.3,841,16000,442,1535,2291,3380,7648,493,1450,2691,3717,8352,73.44,high,severe,Advanced Infection,predicted,69,1400,393,7700,Indirect,1259,25000,958,19000,54
Lesotho,LSO,426,AFR,2008,1972199,4.11,830,16000,591,1479,2328,3290,7688,644,1630,2577,3461,8312,51.09,high,moderate,Recovery,predicted,69,1400,364,7200,Indirect,1225,24000,923,18000,50
Lesotho,LSO,426,AFR,2009,1989873,9.07,786,16000,576,1581,2760,4094,9011,479,1367,2198,2946,6989,89.47,low,moderate,Recovery,predicted,63,1300,337,6700,Indirect,1177,23000,895,18000,52
Lesotho,LSO,426,AFR,2010,2008921,3.28,776,16000,680,1381,2210,3072,7343,604,1672,2708,3673,8657,65.85,high,severe,Advanced Infection,predicted,63,1300,302,6100,Indirect,1119,22000,832,17000,52
Lesotho,LSO,426,AFR,2011,2029516,4.82,744,15000,655,1536,2316,3193,7701,413,1349,2341,3196,7299,92.69,high,mild,Advanced Infection,predicted,61,1200,278,5600,Indirect,1054,21000,775,16000,54
Lesotho,LSO,426,AFR,2012,2051545,2.34,678,14000,508,1206,2077,2916,6708,450,1382,2307,3153,7292,90.13,low,moderate,Advanced Infection,predicted,53,1100,262,5400,Indirect,985,20000,739,15000,53
Lesotho,LSO,426,AFR,2013,2074465,6.44,613,13000,646,1385,2318,3165,7513,430,1059,1624,2373,5487,83.07,medium,moderate,Early Detection,predicted,46,960,250,5200,Indirect,916,19000,703,15000,50
Liberia,LBR,430,AFR,1990,2102877,9.79,332,7000,273,658,978,1350,3259,247,652,1198,1644,3741,66.24,medium,moderate,Recovery,predicted,38,790,4.5,95,Indirect,199,4200,12,250,27.4
Liberia,LBR,430,AFR,1991,2066060,6.07,346,7200,275,653,1176,1592,3696,238,683,1094,1489,3504,75.82,medium,mild,Early Detection,predicted,42,860,6.8,140,Indirect,202,4200,16,330,10
Liberia,LBR,430,AFR,1992,2028672,3.64,359,7300,268,698,1091,1539,3596,307,666,1137,1594,3704,72.24,high,moderate,Advanced Infection,predicted,46,920,9.9,200,Indirect,205,4200,21,430,47
Liberia,LBR,430,AFR,1993,2006349,6.51,370,7400,270,769,1325,1914,4278,160,601,1011,1350,3122,66.94,low,mild,Recovery,predicted,49,990,14,280,Indirect,210,4200,27,550,42
Liberia,LBR,430,AFR,1994,2019148,1.32,378,7600,278,726,1119,1501,3624,209,739,1304,1724,3976,92.41,medium,moderate,Advanced Infection,predicted,52,1100,18,370,Indirect,215,4300,34,690,41
Liberia,LBR,430,AFR,1995,2079921,8.9,385,8000,253,828,1379,1801,4260,276,729,1150,1585,3740,74.18,medium,severe,Early Detection,predicted,55,1100,23,490,Indirect,220,4600,41,860,30
Liberia,LBR,430,AFR,1996,2197801,5.08,388,8500,260,771,1275,1669,3976,344,866,1404,1910,4524,91.64,medium,moderate,Recovery,predicted,57,1200,29,630,Indirect,225,5000,49,1100,17
Liberia,LBR,430,AFR,1997,2365290,4.55,388,9200,295,798,1334,1861,4289,356,948,1479,2127,4911,55.26,medium,moderate,Early Detection,predicted,57,1400,33,790,Indirect,229,5400,55,1300,60.4
Liberia,LBR,430,AFR,1998,2558085,5.9,384,9800,351,898,1549,2101,4899,319,952,1499,2130,4901,57.05,low,mild,Recovery,predicted,57,1400,37,950,Indirect,233,6000,61,1600,29
Liberia,LBR,430,AFR,1999,2741755,6.29,379,10000,293,959,1514,2162,4928,412,964,1527,2169,5072,98.87,medium,mild,Advanced Infection,predicted,56,1500,40,1100,Indirect,236,6500,66,1800,54.2
Liberia,LBR,430,AFR,2000,2891968,0.81,373,11000,408,1095,1660,2334,5496,490,1073,1711,2231,5504,79.39,high,mild,Recovery,predicted,55,1600,42,1200,Indirect,240,7000,71,2000,22
Liberia,LBR,430,AFR,2001,2998770,6.86,371,11000,444,1082,1793,2378,5697,440,1017,1564,2282,5303,75.49,high,severe,Early Detection,predicted,53,1600,43,1300,Indirect,245,7300,74,2200,24
Liberia,LBR,430,AFR,2002,3070673,2.5,372,11000,530,1066,1728,2295,5619,398,1032,1699,2252,5381,76.16,low,severe,Early Detection,predicted,52,1600,42,1300,Indirect,250,7700,76,2300,44
Liberia,LBR,430,AFR,2003,3124222,7.17,375,12000,489,1352,2102,2905,6848,349,1003,1628,2172,5152,60.76,medium,mild,Early Detection,predicted,51,1600,40,1300,Indirect,256,8000,77,2400,31
Liberia,LBR,430,AFR,2004,3184643,8.24,380,12000,545,1287,1905,2658,6396,380,1112,1721,2391,5604,85.94,medium,severe,Early Detection,predicted,50,1600,38,1200,Indirect,262,8300,76,2400,52
Liberia,LBR,430,AFR,2005,3269786,8.06,387,13000,543,1309,2037,2679,6569,544,1286,1903,2698,6431,54.24,high,mild,Advanced Infection,predicted,48,1600,35,1100,Indirect,267,8700,74,2400,39
Liberia,LBR,430,AFR,2006,3384791,5.57,393,13000,437,1321,1948,2777,6482,369,1236,2109,2803,6518,78.67,low,severe,Early Detection,predicted,48,1600,31,1100,Indirect,272,9200,71,2400,48
Liberia,LBR,430,AFR,2007,3522294,5.25,400,14000,657,1569,2391,3213,7830,474,1145,1943,2609,6170,78.54,high,mild,Advanced Infection,predicted,48,1700,28,990,Indirect,277,9800,67,2300,53.6
Liberia,LBR,430,AFR,2008,3672714,1.51,408,15000,438,1217,2213,3006,6874,635,1613,2455,3424,8126,95.71,low,mild,Recovery,predicted,47,1700,25,940,Indirect,282,10000,63,2300,48
Liberia,LBR,430,AFR,2009,3821440,7.78,415,16000,671,1702,2789,3916,9078,483,1328,2177,2935,6922,76.31,low,severe,Early Detection,predicted,47,1800,23,890,Indirect,288,11000,60,2300,54
Liberia,LBR,430,AFR,2010,3957990,2.79,423,17000,563,1704,3128,4753,10148,476,1293,2090,2993,6852,56.85,low,moderate,Recovery,predicted,48,1900,21,820,Indirect,293,12000,56,2200,57
Liberia,LBR,430,AFR,2011,4079697,5.02,433,18000,645,1747,2839,3953,9184,463,1603,2784,3967,8816,78.64,high,mild,Recovery,predicted,48,2000,18,750,Indirect,299,12000,52,2100,65
Liberia,LBR,430,AFR,2012,4190435,2.91,441,18000,554,1918,2978,4377,9827,413,1403,2587,3770,8173,54.57,low,mild,Advanced Infection,predicted,49,2000,17,700,Indirect,304,13000,48,2000,63
Liberia,LBR,430,AFR,2013,4294077,1.42,446,19000,586,2165,3383,4808,10942,731,1550,2365,3412,8058,60.19,high,moderate,Early Detection,predicted,49,2100,15,650,Indirect,308,13000,46,2000,57
Libya,LBY,434,EMR,1990,4259811,6.33,85,3600,167,419,629,850,2065,102,282,480,671,1535,51.56,high,mild,Advanced Infection,predicted,13,550,0,0,Indirect,40,1700,12.4,338,26
Libya,LBY,434,EMR,1991,4359515,0.64,78,3400,137,322,545,715,1719,124,301,529,728,1681,75.66,medium,mild,Early Detection,predicted,11,480,0,0,Indirect,40,1700,28.1,1813.5,14
Libya,LBY,434,EMR,1992,4459214,7.51,73,3300,104,377,601,818,1900,101,251,440,608,1400,54.23,high,severe,Recovery,predicted,9.5,420,0,0,Indirect,40,1800,14,794.1,65
Libya,LBY,434,EMR,1993,4558021,3.24,68,3100,83,251,456,605,1395,134,345,519,707,1705,73.47,high,moderate,Advanced Infection,predicted,8.2,370,0,0,Indirect,40,1800,17.5,5585.3,6.1
Libya,LBY,434,EMR,1994,4654483,0.1,65,3000,126,365,538,734,1763,95,230,383,530,1237,96.65,medium,mild,Early Detection,predicted,7.1,330,0,0,Indirect,40,1900,9.5,1236.9,60
Libya,LBY,434,EMR,1995,4747619,5.16,61,2900,135,297,473,653,1558,76,247,434,585,1342,85.99,medium,mild,Recovery,predicted,6.2,290,0,0,Indirect,40,1900,30.3,875.9,76
Libya,LBY,434,EMR,1996,4837354,0.56,59,2900,83,298,463,694,1538,113,247,434,568,1362,53.87,medium,moderate,Advanced Infection,predicted,5.6,270,0,0,Indirect,40,1900,29.7,3816.8,66
Libya,LBY,434,EMR,1997,4924347,2.83,59,2900,112,301,522,704,1638,96,224,395,548,1262,61.21,low,moderate,Advanced Infection,predicted,5.4,260,0,0,Indirect,40,2000,0.9,3181.3,40.7
Libya,LBY,434,EMR,1998,5009240,7.1,58,2900,126,305,505,717,1653,70,233,388,556,1247,83.68,low,severe,Advanced Infection,predicted,5.2,260,0,0,Indirect,40,2000,2.4,3510.6,79
Libya,LBY,434,EMR,1999,5092939,0.72,57,2900,131,298,483,678,1589,81,245,413,572,1311,94.74,medium,severe,Advanced Infection,predicted,5,250,0,0,Indirect,40,2000,37.1,2657.3,79
